entry_time,exit_time,type,entry_level,entry_price,exit_price,pnl,reason
2026-02-04 09:15:00+05:30,2026-02-04 09:35:00+05:30,SHORT,314,314,313.0,0.5610999999999999,TARGET
2026-02-04 09:35:00+05:30,2026-02-04 11:15:00+05:30,SHORT,314,314,313.0,0.5610999999999999,TARGET
2026-02-04 09:15:00+05:30,2026-02-04 14:15:00+05:30,SHORT,312,312,313.75,-2.188025,EMA_SWITCH
2026-02-04 09:15:00+05:30,2026-02-04 14:15:00+05:30,SHORT,313,313,313.75,-1.188725,EMA_SWITCH
2026-02-04 14:25:00+05:30,2026-02-04 15:10:00+05:30,BUY,314,314,313.6499938964844,-0.7893610992431641,EMA_SWITCH
2026-02-04 15:15:00+05:30,2026-02-04 15:25:00+05:30,BUY,314,314,313.8500061035156,-0.5894889007568359,EOD
2026-02-05 09:15:00+05:30,2026-02-05 09:15:00+05:30,BUY,313,313,314.0,0.5610999999999999,TARGET
2026-02-05 09:15:00+05:30,2026-02-05 09:15:00+05:30,BUY,314,314,315.0,0.5597000000000001,TARGET
2026-02-05 09:15:00+05:30,2026-02-05 09:20:00+05:30,BUY,315,315,313.45001220703125,-1.989902801513672,EMA_SWITCH
2026-02-05 09:20:00+05:30,2026-02-05 09:30:00+05:30,SHORT,314,314,314.1000061035156,-0.539676107788086,EMA_SWITCH
2026-02-05 09:30:00+05:30,2026-02-05 09:35:00+05:30,BUY,314,314,313.0,-1.4389,EMA_SWITCH
2026-02-05 09:35:00+05:30,2026-02-05 09:40:00+05:30,SHORT,314,314,313.0,0.5610999999999999,TARGET
2026-02-05 09:35:00+05:30,2026-02-05 10:00:00+05:30,SHORT,313,313,312.0,0.5625,TARGET
2026-02-05 10:00:00+05:30,2026-02-05 10:45:00+05:30,SHORT,312,312,311.0,0.5639000000000001,TARGET
2026-02-05 10:45:00+05:30,2026-02-05 11:20:00+05:30,SHORT,311,311,310.0,0.5653,TARGET
2026-02-05 11:20:00+05:30,2026-02-05 11:25:00+05:30,SHORT,311,311,310.0,0.5653,TARGET
2026-02-05 11:20:00+05:30,2026-02-05 14:40:00+05:30,SHORT,310,310,310.6499938964844,-1.084448892211914,EMA_SWITCH
2026-02-05 15:10:00+05:30,2026-02-05 15:25:00+05:30,SHORT,310,310,310.1000061035156,-0.534076107788086,EOD
2026-02-06 09:25:00+05:30,2026-02-06 10:15:00+05:30,SHORT,309,309,310.29998779296875,-1.7334977844238282,EMA_SWITCH
2026-02-06 10:15:00+05:30,2026-02-06 10:25:00+05:30,BUY,310,310,311.0,0.5653,TARGET
2026-02-06 10:25:00+05:30,2026-02-06 10:30:00+05:30,BUY,311,311,312.0,0.5639000000000001,TARGET
2026-02-06 10:30:00+05:30,2026-02-06 10:35:00+05:30,BUY,312,312,313.0,0.5625,TARGET
2026-02-06 10:35:00+05:30,2026-02-06 10:35:00+05:30,BUY,313,313,314.0,0.5610999999999999,TARGET
2026-02-06 10:35:00+05:30,2026-02-06 10:35:00+05:30,BUY,314,314,315.0,0.5597000000000001,TARGET
2026-02-06 10:35:00+05:30,2026-02-06 10:45:00+05:30,BUY,315,315,316.0,0.5583,TARGET
2026-02-06 10:55:00+05:30,2026-02-06 10:55:00+05:30,BUY,315,315,316.0,0.5583,TARGET
2026-02-06 10:45:00+05:30,2026-02-06 11:00:00+05:30,BUY,316,316,317.0,0.5569,TARGET
2026-02-06 11:00:00+05:30,2026-02-06 11:10:00+05:30,BUY,317,317,318.0,0.5555,TARGET
2026-02-06 11:10:00+05:30,2026-02-06 11:10:00+05:30,BUY,318,318,319.0,0.5541,TARGET
2026-02-06 11:10:00+05:30,2026-02-06 11:10:00+05:30,BUY,319,319,320.0,0.5527,TARGET
2026-02-06 11:10:00+05:30,2026-02-06 11:15:00+05:30,BUY,320,320,321.0,0.5513,TARGET
2026-02-06 11:20:00+05:30,2026-02-06 11:25:00+05:30,BUY,320,320,321.0,0.5513,TARGET
2026-02-06 11:15:00+05:30,2026-02-06 11:30:00+05:30,BUY,321,321,322.0,0.5499,TARGET
2026-02-06 11:30:00+05:30,2026-02-06 11:35:00+05:30,BUY,322,322,323.0,0.5485,TARGET
2026-02-06 11:35:00+05:30,2026-02-06 11:35:00+05:30,BUY,323,323,324.0,0.5471,TARGET
2026-02-06 11:35:00+05:30,2026-02-06 11:35:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 11:35:00+05:30,2026-02-06 11:40:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-06 11:40:00+05:30,2026-02-06 11:45:00+05:30,BUY,326,326,327.0,0.5428999999999999,TARGET
2026-02-06 11:55:00+05:30,2026-02-06 11:55:00+05:30,BUY,326,326,327.0,0.5428999999999999,TARGET
2026-02-06 12:05:00+05:30,2026-02-06 12:05:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-06 12:10:00+05:30,2026-02-06 12:10:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 12:10:00+05:30,2026-02-06 12:15:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-06 12:00:00+05:30,2026-02-06 12:20:00+05:30,BUY,326,326,327.0,0.5428999999999999,TARGET
2026-02-06 12:55:00+05:30,2026-02-06 12:55:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 12:30:00+05:30,2026-02-06 13:15:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-06 13:30:00+05:30,2026-02-06 13:35:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 13:35:00+05:30,2026-02-06 13:45:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-06 14:00:00+05:30,2026-02-06 14:00:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 14:20:00+05:30,2026-02-06 14:30:00+05:30,BUY,323,323,324.0,0.5471,TARGET
2026-02-06 14:05:00+05:30,2026-02-06 14:40:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 14:45:00+05:30,2026-02-06 15:05:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-06 13:55:00+05:30,2026-02-06 15:15:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-06 11:45:00+05:30,2026-02-06 15:25:00+05:30,BUY,327,327,326.3500061035156,-1.107338900756836,EOD
2026-02-06 12:25:00+05:30,2026-02-06 15:25:00+05:30,BUY,326,326,326.3500061035156,-0.10663890075683591,EOD
2026-02-09 09:15:00+05:30,2026-02-09 09:15:00+05:30,BUY,325,325,326.0,0.5443,TARGET
2026-02-09 09:15:00+05:30,2026-02-09 09:15:00+05:30,BUY,326,326,327.0,0.5428999999999999,TARGET
2026-02-09 09:20:00+05:30,2026-02-09 09:20:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-09 09:25:00+05:30,2026-02-09 09:25:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-09 09:30:00+05:30,2026-02-09 09:30:00+05:30,BUY,323,323,324.0,0.5471,TARGET
2026-02-09 09:15:00+05:30,2026-02-09 09:35:00+05:30,BUY,327,327,323.1499938964844,-4.305111099243164,EMA_SWITCH
2026-02-09 09:20:00+05:30,2026-02-09 09:35:00+05:30,BUY,325,325,323.1499938964844,-2.303711099243164,EMA_SWITCH
2026-02-09 09:30:00+05:30,2026-02-09 09:35:00+05:30,BUY,324,324,323.1499938964844,-1.303011099243164,EMA_SWITCH
2026-02-09 09:35:00+05:30,2026-02-09 09:40:00+05:30,SHORT,323,323,324.0,-1.4529,EMA_SWITCH
2026-02-09 09:40:00+05:30,2026-02-09 09:45:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-09 09:55:00+05:30,2026-02-09 09:55:00+05:30,BUY,324,324,325.0,0.5457000000000001,TARGET
2026-02-09 09:45:00+05:30,2026-02-09 10:25:00+05:30,BUY,325,325,323.29998779296875,-2.153822198486328,EMA_SWITCH
2026-02-09 10:00:00+05:30,2026-02-09 10:25:00+05:30,BUY,324,324,323.29998779296875,-1.153122198486328,EMA_SWITCH
2026-02-09 10:30:00+05:30,2026-02-09 10:50:00+05:30,SHORT,323,323,322.0,0.5485,TARGET
2026-02-09 10:50:00+05:30,2026-02-09 11:20:00+05:30,SHORT,322,322,323.3999938964844,-1.851773892211914,EMA_SWITCH
2026-02-09 10:55:00+05:30,2026-02-09 11:20:00+05:30,SHORT,323,323,323.3999938964844,-0.852473892211914,EMA_SWITCH
2026-02-09 11:20:00+05:30,2026-02-09 11:30:00+05:30,BUY,323,323,322.3999938964844,-1.051786099243164,EMA_SWITCH
2026-02-09 11:30:00+05:30,2026-02-09 12:20:00+05:30,SHORT,323,323,323.54998779296875,-1.0025727844238281,EMA_SWITCH
2026-02-09 12:20:00+05:30,2026-02-09 12:25:00+05:30,BUY,323,323,323.1499938964844,-0.30231109924316407,EMA_SWITCH
2026-02-09 12:30:00+05:30,2026-02-09 12:55:00+05:30,SHORT,323,323,323.8500061035156,-1.3028011077880859,EMA_SWITCH
2026-02-09 12:55:00+05:30,2026-02-09 13:00:00+05:30,BUY,323,323,324.0,0.5471,TARGET
2026-02-09 13:00:00+05:30,2026-02-09 13:40:00+05:30,BUY,324,324,323.1000061035156,-1.352963900756836,EMA_SWITCH
2026-02-09 13:45:00+05:30,2026-02-09 14:25:00+05:30,SHORT,323,323,323.25,-0.702375,EMA_SWITCH
2026-02-09 14:25:00+05:30,2026-02-09 14:30:00+05:30,BUY,323,323,323.1000061035156,-0.35226390075683595,EMA_SWITCH
2026-02-09 14:30:00+05:30,2026-02-09 15:10:00+05:30,SHORT,323,323,323.54998779296875,-1.0025727844238281,EMA_SWITCH
2026-02-09 15:10:00+05:30,2026-02-09 15:15:00+05:30,BUY,323,323,322.95001220703125,-0.5021528015136718,EMA_SWITCH
2026-02-09 15:15:00+05:30,2026-02-09 15:25:00+05:30,SHORT,323,323,322.70001220703125,-0.15200221557617188,EOD
2026-02-10 09:15:00+05:30,2026-02-10 09:30:00+05:30,SHORT,323,323,323.1000061035156,-0.552276107788086,EMA_SWITCH
2026-02-10 09:30:00+05:30,2026-02-10 09:35:00+05:30,BUY,323,323,322.45001220703125,-1.001802801513672,EMA_SWITCH
2026-02-10 09:35:00+05:30,2026-02-10 09:50:00+05:30,SHORT,323,323,322.0,0.5485,TARGET
2026-02-10 09:50:00+05:30,2026-02-10 11:25:00+05:30,SHORT,322,322,321.0,0.5499,TARGET
2026-02-10 11:25:00+05:30,2026-02-10 11:45:00+05:30,SHORT,321,321,322.29998779296875,-1.750297784423828,EMA_SWITCH
2026-02-10 11:35:00+05:30,2026-02-10 11:45:00+05:30,SHORT,322,322,322.29998779296875,-0.7509977844238281,EMA_SWITCH
2026-02-10 11:45:00+05:30,2026-02-10 11:55:00+05:30,BUY,322,322,322.1000061035156,-0.35086390075683593,EMA_SWITCH
2026-02-10 11:55:00+05:30,2026-02-10 12:30:00+05:30,SHORT,322,322,322.25,-0.700975,EMA_SWITCH
2026-02-10 12:30:00+05:30,2026-02-10 13:20:00+05:30,BUY,322,322,321.3999938964844,-1.050386099243164,EMA_SWITCH
2026-02-10 13:20:00+05:30,2026-02-10 13:30:00+05:30,SHORT,322,322,321.0,0.5499,TARGET
2026-02-10 13:30:00+05:30,2026-02-10 15:25:00+05:30,SHORT,321,321,321.25,-0.6995750000000001,EOD
2026-02-11 09:15:00+05:30,2026-02-11 09:35:00+05:30,SHORT,321,321,320.0,0.5513,TARGET
2026-02-11 09:35:00+05:30,2026-02-11 10:00:00+05:30,SHORT,320,320,319.0,0.5527,TARGET
2026-02-11 10:00:00+05:30,2026-02-11 12:05:00+05:30,SHORT,319,319,318.0,0.5541,TARGET
2026-02-11 12:05:00+05:30,2026-02-11 12:40:00+05:30,SHORT,318,318,317.0,0.5555,TARGET
2026-02-11 12:40:00+05:30,2026-02-11 14:10:00+05:30,SHORT,317,317,318.45001220703125,-1.8948272155761718,EMA_SWITCH
2026-02-11 13:45:00+05:30,2026-02-11 14:10:00+05:30,SHORT,318,318,318.45001220703125,-0.8955272155761719,EMA_SWITCH
2026-02-11 14:30:00+05:30,2026-02-11 15:00:00+05:30,BUY,319,319,318.45001220703125,-0.9962028015136719,EMA_SWITCH
2026-02-11 15:00:00+05:30,2026-02-11 15:10:00+05:30,SHORT,319,319,318.0,0.5541,TARGET
2026-02-11 15:10:00+05:30,2026-02-11 15:25:00+05:30,SHORT,318,318,318.1000061035156,-0.5452761077880859,EOD
2026-02-12 09:15:00+05:30,2026-02-12 09:15:00+05:30,BUY,318,318,319.0,0.5541,TARGET
2026-02-12 09:15:00+05:30,2026-02-12 09:35:00+05:30,BUY,319,319,318.25,-1.196075,EMA_SWITCH
2026-02-12 09:35:00+05:30,2026-02-12 09:40:00+05:30,SHORT,319,319,318.0,0.5541,TARGET
2026-02-12 09:40:00+05:30,2026-02-12 12:25:00+05:30,SHORT,318,318,317.95001220703125,-0.39517721557617186,EMA_SWITCH
2026-02-12 12:30:00+05:30,2026-02-12 12:45:00+05:30,BUY,318,318,319.0,0.5541,TARGET
2026-02-12 12:45:00+05:30,2026-02-12 13:30:00+05:30,BUY,319,319,320.0,0.5527,TARGET
2026-02-12 13:30:00+05:30,2026-02-12 14:30:00+05:30,BUY,320,320,318.3500061035156,-2.0968389007568358,EMA_SWITCH
2026-02-12 14:30:00+05:30,2026-02-12 14:35:00+05:30,SHORT,319,319,318.0,0.5541,TARGET
2026-02-12 14:35:00+05:30,2026-02-12 15:15:00+05:30,SHORT,318,318,317.0,0.5555,TARGET
2026-02-12 15:15:00+05:30,2026-02-12 15:25:00+05:30,SHORT,317,317,317.3999938964844,-0.844073892211914,EOD
2026-02-13 09:15:00+05:30,2026-02-13 09:20:00+05:30,SHORT,318,318,317.0,0.5555,TARGET
2026-02-13 09:15:00+05:30,2026-02-13 09:40:00+05:30,SHORT,317,317,316.0,0.5569,TARGET
2026-02-13 10:00:00+05:30,2026-02-13 10:25:00+05:30,SHORT,317,317,316.0,0.5569,TARGET
2026-02-13 09:15:00+05:30,2026-02-13 12:45:00+05:30,SHORT,316,316,315.0,0.5583,TARGET
