entry_time,entry_price,position_type,exit_time,exit_price,pnl,shares,exit_reason
2025-07-31 14:15:00+05:30,1395.3789955810546,long,2025-08-01 10:00:00+05:30,1402.0195888183594,749.5908341500152,143,Reverse to Short
2025-08-01 10:00:00+05:30,1402.0195888183594,short,2025-08-01 15:00:00+05:30,1395.7791,886.5924869131385,142,Reverse to Long
2025-08-01 15:00:00+05:30,1395.7791,long,2025-08-04 09:15:00+05:30,1404.1191444091796,992.4336260374095,143,Reverse to Short
2025-08-04 09:15:00+05:30,1404.1191444091796,short,2025-08-04 13:25:00+05:30,1409.7819,-804.5133495434385,142,Reverse to Long
2025-08-04 13:25:00+05:30,1409.7819,long,2025-08-05 15:05:00+05:30,1392.9213111816407,-2574.933599776955,141,Reverse to Short
2025-08-05 15:05:00+05:30,1392.9213111816407,short,2025-08-06 09:15:00+05:30,1385.4769911621092,1065.070031674381,143,Reverse to Long
2025-08-06 09:15:00+05:30,1385.4769911621092,long,2025-08-06 11:30:00+05:30,1393.0213888183594,886.3413791414196,144,Reverse to Short
2025-08-06 11:30:00+05:30,1393.0213888183594,short,2025-08-06 12:50:00+05:30,1386.6773044189454,907.6576711507366,143,Reverse to Long
2025-08-06 12:50:00+05:30,1386.6773044189454,long,2025-08-06 14:20:00+05:30,1391.6216444091797,511.9474342781333,144,Reverse to Short
2025-08-06 14:20:00+05:30,1391.6216444091797,short,2025-08-07 09:15:00+05:30,1384.2767999999999,1050.8379068879644,143,Reverse to Long
2025-08-07 09:15:00+05:30,1384.2767999999999,long,2025-08-07 12:05:00+05:30,1380.7238,-710.7120431999762,144,Reverse to Short
2025-08-07 12:05:00+05:30,1380.7238,short,2025-08-07 12:45:00+05:30,1376.2752,640.9186991999911,144,Reverse to Long
2025-08-07 12:45:00+05:30,1376.2752,long,2025-08-07 14:20:00+05:30,1382.6234444091797,720.47528761137,145,Reverse to Short
2025-08-07 14:20:00+05:30,1382.6234444091797,short,2025-08-08 10:05:00+05:30,1381.5763088378906,150.86291602675948,144,Reverse to Long
2025-08-08 10:05:00+05:30,1381.5763088378906,long,2025-08-08 12:55:00+05:30,1378.2243,-681.3949164925502,144,Reverse to Short
2025-08-08 12:55:00+05:30,1378.2243,short,2025-08-08 14:10:00+05:30,1370.9740911621093,1051.805921634902,145,Reverse to Long
2025-08-08 14:10:00+05:30,1370.9740911621093,long,2025-08-11 09:50:00+05:30,1372.4254111816406,11.544938912114318,145,Reverse to Short
2025-08-11 09:50:00+05:30,1372.4254111816406,short,2025-08-12 11:00:00+05:30,1388.7776999999999,-2372.2674196014173,145,Reverse to Long
2025-08-12 11:00:00+05:30,1388.7776999999999,long,2025-08-12 12:25:00+05:30,1393.7212,511.52407919998745,144,Reverse to Short
2025-08-12 12:25:00+05:30,1393.7212,short,2025-08-12 14:00:00+05:30,1384.2767999999999,1351.2244745999983,143,Reverse to Long
2025-08-12 14:00:00+05:30,1384.2767999999999,long,2025-08-13 09:15:00+05:30,1389.1221444091798,498.04487092444305,144,Reverse to Short
2025-08-13 09:15:00+05:30,1389.1221444091798,short,2025-08-13 11:25:00+05:30,1380.6761044189452,1208.387610462841,143,Reverse to Long
2025-08-13 11:25:00+05:30,1380.6761044189452,long,2025-08-13 12:45:00+05:30,1386.7226,671.4426569537761,144,Reverse to Short
2025-08-13 12:45:00+05:30,1386.7226,short,2025-08-13 15:10:00+05:30,1381.7763,712.6233336000173,144,Reverse to Long
2025-08-13 15:10:00+05:30,1381.7763,long,2025-08-14 13:50:00+05:30,1377.2245,-854.1072575999707,144,Reverse to Short
2025-08-14 13:50:00+05:30,1377.2245,short,2025-08-14 14:15:00+05:30,1371.3741955810547,848.7182878174242,145,Reverse to Long
2025-08-14 14:15:00+05:30,1371.3741955810547,long,2025-08-18 09:15:00+05:30,1388.1223444091797,2228.4180809288264,145,Reverse to Short
2025-08-18 09:15:00+05:30,1388.1223444091797,short,2025-08-18 11:15:00+05:30,1384.8768955810547,467.57830356562556,144,Reverse to Long
2025-08-18 11:15:00+05:30,1384.8768955810547,long,2025-08-18 13:10:00+05:30,1385.2229,-149.62254895371967,144,Reverse to Short
2025-08-18 13:10:00+05:30,1385.2229,short,2025-08-18 14:40:00+05:30,1380.7761,640.6593696000144,144,Reverse to Long
2025-08-18 14:40:00+05:30,1380.7761,long,2025-08-19 09:15:00+05:30,1410.6178444091797,4096.230830924426,144,Reverse to Short
2025-08-19 09:15:00+05:30,1410.6178444091797,short,2025-08-19 11:25:00+05:30,1407.3813955810547,456.5674544080108,141,Reverse to Long
2025-08-19 11:25:00+05:30,1407.3813955810547,long,2025-08-19 12:15:00+05:30,1414.717,841.2868414040104,142,Reverse to Short
2025-08-19 12:15:00+05:30,1414.717,short,2025-08-20 09:15:00+05:30,1412.2824,343.45023929999894,141,Reverse to Long
2025-08-20 09:15:00+05:30,1412.2824,long,2025-08-20 09:45:00+05:30,1421.4156111816405,1088.0070668229998,141,Reverse to Short
2025-08-20 09:45:00+05:30,1421.4156111816405,short,2025-08-20 11:30:00+05:30,1417.1834044189452,592.8052012507264,140,Reverse to Long
2025-08-20 11:30:00+05:30,1417.1834044189452,long,2025-08-20 12:55:00+05:30,1422.1155444091796,495.26116273068897,141,Reverse to Short
2025-08-20 12:55:00+05:30,1422.1155444091796,short,2025-08-20 13:20:00+05:30,1418.7837,466.6914463938211,140,Reverse to Long
2025-08-20 13:20:00+05:30,1418.7837,long,2025-08-21 09:15:00+05:30,1425.8147555908204,785.2258908234825,140,Reverse to Short
2025-08-21 09:15:00+05:30,1425.8147555908204,short,2025-08-21 11:00:00+05:30,1426.2852,-65.89514839383014,140,Reverse to Long
2025-08-21 11:00:00+05:30,1426.2852,long,2025-08-21 12:50:00+05:30,1429.5140888183594,252.13848435300133,140,Reverse to Short
2025-08-21 12:50:00+05:30,1429.5140888183594,short,2025-08-21 15:00:00+05:30,1424.3847955810547,713.3282458653326,139,Reverse to Long
2025-08-21 15:00:00+05:30,1424.3847955810547,long,2025-08-22 13:25:00+05:30,1415.8167555908203,-1398.3397072148562,140,Reverse to Short
2025-08-22 13:25:00+05:30,1415.8167555908203,short,2025-08-22 14:30:00+05:30,1410.5821088378907,738.4542347591563,141,Reverse to Long
2025-08-22 14:30:00+05:30,1410.5821088378907,long,2025-08-25 09:25:00+05:30,1416.5166888183594,637.4653120113022,141,Reverse to Short
2025-08-25 09:25:00+05:30,1416.5166888183594,short,2025-08-25 10:05:00+05:30,1406.2812,1443.9255253503648,141,Reverse to Long
2025-08-25 10:05:00+05:30,1406.2812,long,2025-08-25 12:50:00+05:30,1413.2173,784.7418065000288,142,Reverse to Short
2025-08-25 12:50:00+05:30,1413.2173,short,2025-08-25 14:30:00+05:30,1412.4823911621093,103.67395721569581,141,Reverse to Long
2025-08-25 14:30:00+05:30,1412.4823911621093,long,2025-08-28 11:05:00+05:30,1387.2225,-3759.0238486843095,141,Reverse to Short
2025-08-28 11:05:00+05:30,1387.2225,short,2025-08-28 11:35:00+05:30,1379.5759088378907,1101.659681907432,144,Reverse to Long
2025-08-28 11:35:00+05:30,1379.5759088378907,long,2025-08-28 14:10:00+05:30,1381.0237888183594,9.73153895624651,144,Reverse to Short
2025-08-28 14:10:00+05:30,1381.0237888183594,short,2025-08-29 11:55:00+05:30,1385.277,-612.7686413613256,144,Reverse to Long
2025-08-29 11:55:00+05:30,1385.277,long,2025-08-29 13:50:00+05:30,1388.7222,296.3808575999864,144,Reverse to Short
2025-08-29 13:50:00+05:30,1388.7222,short,2025-08-29 14:25:00+05:30,1362.6725044189452,3753.031741753734,144,Reverse to Long
2025-08-29 14:25:00+05:30,1362.6725044189452,long,2025-09-01 12:20:00+05:30,1353.6292444091798,-1518.6059890901852,146,Reverse to Short
2025-09-01 12:20:00+05:30,1353.6292444091798,short,2025-09-01 14:40:00+05:30,1354.2708,-94.35582618649703,147,Reverse to Long
2025-09-01 14:40:00+05:30,1354.2708,long,2025-09-02 09:15:00+05:30,1377.5244888183595,3217.5053025706898,147,Reverse to Short
2025-09-02 09:15:00+05:30,1377.5244888183595,short,2025-09-02 12:15:00+05:30,1375.3749955810547,311.832357668902,145,Reverse to Long
2025-09-02 12:15:00+05:30,1375.3749955810547,long,2025-09-03 11:20:00+05:30,1370.0259888183593,-974.6475519597894,145,Reverse to Short
2025-09-03 11:20:00+05:30,1370.0259888183593,short,2025-09-03 13:20:00+05:30,1366.8732955810547,457.36908966888166,145,Reverse to Long
2025-09-03 13:20:00+05:30,1366.8732955810547,long,2025-09-03 14:35:00+05:30,1369.726,216.72309658863105,146,Reverse to Short
2025-09-03 14:35:00+05:30,1369.726,short,2025-09-04 09:15:00+05:30,1363.3725955810546,928.0608436886272,146,Reverse to Long
2025-09-04 09:15:00+05:30,1363.3725955810546,long,2025-09-04 11:50:00+05:30,1366.8265555908204,304.97362339027836,146,Reverse to Short
2025-09-04 11:50:00+05:30,1366.8265555908204,short,2025-09-04 13:30:00+05:30,1362.8724955810546,577.5814078065187,146,Reverse to Long
2025-09-04 13:30:00+05:30,1362.8724955810546,long,2025-09-05 09:15:00+05:30,1370.5258888183594,917.857330585336,146,Reverse to Short
2025-09-05 09:15:00+05:30,1370.5258888183594,short,2025-09-05 10:50:00+05:30,1359.6719044189454,1574.6146517839732,145,Reverse to Long
2025-09-05 10:50:00+05:30,1359.6719044189454,long,2025-09-05 13:05:00+05:30,1368.8261555908202,1145.1303148549014,147,Reverse to Short
2025-09-05 13:05:00+05:30,1368.8261555908202,short,2025-09-08 10:20:00+05:30,1373.2746,-649.7976201821191,146,Reverse to Long
2025-09-08 10:20:00+05:30,1373.2746,long,2025-09-08 12:05:00+05:30,1377.5244888183595,416.8009447228075,145,Reverse to Short
2025-09-08 12:05:00+05:30,1377.5244888183595,short,2025-09-08 14:45:00+05:30,1376.7753,108.68669485144953,145,Reverse to Long
2025-09-08 14:45:00+05:30,1376.7753,long,2025-09-09 12:50:00+05:30,1376.0247888183594,-308.40212777722314,145,Reverse to Short
2025-09-09 12:50:00+05:30,1376.0247888183594,short,2025-09-09 14:35:00+05:30,1373.3745955810546,384.470158418927,145,Reverse to Long
2025-09-09 14:35:00+05:30,1373.3745955810546,long,2025-09-10 09:15:00+05:30,1382.2235,1083.3102788174774,145,Reverse to Short
2025-09-10 09:15:00+05:30,1382.2235,short,2025-09-10 13:15:00+05:30,1379.5759088378907,381.4437539074124,144,Reverse to Long
2025-09-10 13:15:00+05:30,1379.5759088378907,long,2025-09-11 09:20:00+05:30,1381.9235111816406,139.22677925858255,144,Reverse to Short
2025-09-11 09:20:00+05:30,1381.9235111816406,short,2025-09-11 12:20:00+05:30,1381.3761955810546,78.8528532076373,144,Reverse to Long
2025-09-11 12:20:00+05:30,1381.3761955810546,long,2025-09-11 12:30:00+05:30,1385.0229888183594,325.9574848951474,144,Reverse to Short
2025-09-11 12:30:00+05:30,1385.0229888183594,short,2025-09-11 14:00:00+05:30,1381.2762,539.8073586386728,144,Reverse to Long
2025-09-11 14:00:00+05:30,1381.2762,long,2025-09-11 14:55:00+05:30,1384.8229555908204,311.5736658755842,144,Reverse to Short
2025-09-11 14:55:00+05:30,1384.8229555908204,short,2025-09-12 12:40:00+05:30,1392.9784911621093,-1174.9843208267664,144,Reverse to Long
2025-09-12 12:40:00+05:30,1392.9784911621093,long,2025-09-12 14:05:00+05:30,1395.0209888183595,92.73520202514992,143,Reverse to Short
2025-09-12 14:05:00+05:30,1395.0209888183595,short,2025-09-15 09:30:00+05:30,1392.2784,392.3862961259041,143,Reverse to Long
2025-09-15 09:30:00+05:30,1392.2784,long,2025-09-15 11:35:00+05:30,1394.0211888183594,49.99838042488638,143,Reverse to Short
2025-09-15 11:35:00+05:30,1394.0211888183594,short,2025-09-15 13:40:00+05:30,1393.6787044189452,48.99975675078157,143,Reverse to Long
2025-09-15 13:40:00+05:30,1393.6787044189452,long,2025-09-15 14:40:00+05:30,1399.6200444091796,649.8907580622961,143,Reverse to Short
2025-09-15 14:40:00+05:30,1399.6200444091796,short,2025-09-16 11:55:00+05:30,1402.2803999999999,-377.9593791434245,142,Reverse to Long
2025-09-16 11:55:00+05:30,1402.2803999999999,long,2025-09-16 14:30:00+05:30,1404.3190555908204,90.22053254957083,142,Reverse to Short
2025-09-16 14:30:00+05:30,1404.3190555908204,short,2025-09-17 12:30:00+05:30,1409.5819088378905,-747.6988236644961,142,Reverse to Long
2025-09-17 12:30:00+05:30,1409.5819088378905,long,2025-09-17 13:20:00+05:30,1413.2173,313.5828096343972,141,Reverse to Short
2025-09-17 13:20:00+05:30,1413.2173,short,2025-09-18 12:00:00+05:30,1413.5827088378906,-51.54840746561251,141,Reverse to Long
2025-09-18 12:00:00+05:30,1413.5827088378906,long,2025-09-18 13:45:00+05:30,1416.1167444091798,157.8052040978435,141,Reverse to Short
2025-09-18 13:45:00+05:30,1416.1167444091798,short,2025-09-18 14:40:00+05:30,1411.6823044189453,625.5686666423511,141,Reverse to Long
2025-09-18 14:40:00+05:30,1411.6823044189453,long,2025-09-18 15:25:00+05:30,1416.6166444091798,496.346862730699,141,Reverse to Short
2025-09-18 15:25:00+05:30,1416.6166444091798,short,2025-09-19 09:15:00+05:30,1408.3815955810546,1161.7224557080704,141,Reverse to Long
2025-09-19 09:15:00+05:30,1408.3815955810546,long,2025-09-19 11:35:00+05:30,1407.0185888183594,-393.4403733950606,142,Reverse to Short
2025-09-19 11:35:00+05:30,1407.0185888183594,short,2025-09-19 14:30:00+05:30,1410.8820955810547,-548.8922692828784,142,Reverse to Long
2025-09-19 14:30:00+05:30,1410.8820955810547,long,2025-09-22 12:55:00+05:30,1406.7186,-785.6937259671874,141,Reverse to Short
2025-09-22 12:55:00+05:30,1406.7186,short,2025-09-22 13:55:00+05:30,1403.3805955810546,474.23362580394587,142,Reverse to Long
2025-09-22 13:55:00+05:30,1403.3805955810546,long,2025-09-23 12:30:00+05:30,1386.0227888183595,-2662.8562005950603,142,Reverse to Short
2025-09-23 12:30:00+05:30,1386.0227888183595,short,2025-09-24 09:15:00+05:30,1384.1768044189453,265.9546643924251,144,Reverse to Long
2025-09-24 09:15:00+05:30,1384.1768044189453,long,2025-09-24 10:50:00+05:30,1387.8223555908203,325.37542922931414,144,Reverse to Short
2025-09-24 10:50:00+05:30,1387.8223555908203,short,2025-09-24 13:45:00+05:30,1390.7781,-425.84000851932734,144,Reverse to Long
2025-09-24 13:45:00+05:30,1390.7781,long,2025-09-25 13:20:00+05:30,1379.0241888183593,-1878.85016262512,143,Reverse to Short
2025-09-25 13:20:00+05:30,1379.0241888183593,short,2025-09-25 14:05:00+05:30,1375.3749955810547,529.397585918867,145,Reverse to Long
2025-09-25 14:05:00+05:30,1375.3749955810547,long,2025-09-26 10:40:00+05:30,1375.7248,-148.73309443255891,145,Reverse to Short
2025-09-26 10:40:00+05:30,1375.7248,short,2025-09-26 13:50:00+05:30,1377.3753955810546,-239.45602743253988,145,Reverse to Long
2025-09-26 13:50:00+05:30,1377.3753955810546,long,2025-09-26 15:25:00+05:30,1379.8239555908203,155.1442484560551,145,Reverse to Short
2025-09-26 15:25:00+05:30,1379.8239555908203,short,2025-09-29 11:35:00+05:30,1378.2756,223.0746866806622,144,Reverse to Long
2025-09-29 11:35:00+05:30,1378.2756,long,2025-09-29 14:30:00+05:30,1377.1245444091796,-366.6695711386177,145,Reverse to Short
2025-09-29 14:30:00+05:30,1377.1245444091796,short,2025-09-29 15:00:00+05:30,1368.4735911621094,1255.0154149355965,145,Reverse to Long
2025-09-29 15:00:00+05:30,1368.4735911621094,long,2025-09-29 15:10:00+05:30,1377.3244555908204,1091.7829491788216,146,Reverse to Short
2025-09-29 15:10:00+05:30,1377.3244555908204,short,2025-09-30 09:25:00+05:30,1367.3733955810546,1443.6251532667422,145,Reverse to Long
2025-09-30 09:25:00+05:30,1367.3733955810546,long,2025-09-30 12:35:00+05:30,1369.0261888183595,41.55064298535734,146,Reverse to Short
2025-09-30 12:35:00+05:30,1369.0261888183595,short,2025-09-30 14:55:00+05:30,1364.4727911621094,665.1284558414281,146,Reverse to Long
2025-09-30 14:55:00+05:30,1364.4727911621094,long,2025-10-01 09:15:00+05:30,1374.1251444091797,1209.3259247755445,146,Reverse to Short
2025-10-01 09:15:00+05:30,1374.1251444091797,short,2025-10-01 12:25:00+05:30,1369.2738,703.7966618007225,145,Reverse to Long
2025-10-01 12:25:00+05:30,1369.2738,long,2025-10-01 14:40:00+05:30,1368.8261555908202,-265.23738049836356,146,Reverse to Short
2025-10-01 14:40:00+05:30,1368.8261555908202,short,2025-10-03 09:40:00+05:30,1362.7725,884.2756331178625,146,Reverse to Long
2025-10-03 09:40:00+05:30,1362.7725,long,2025-10-03 12:25:00+05:30,1362.4274111816408,-249.32256099672725,146,Reverse to Short
2025-10-03 12:25:00+05:30,1362.4274111816408,short,2025-10-03 12:30:00+05:30,1358.2716,607.0518067357774,146,Reverse to Long
2025-10-03 12:30:00+05:30,1358.2716,long,2025-10-03 13:15:00+05:30,1362.7274,455.00917350001663,147,Reverse to Short
2025-10-03 13:15:00+05:30,1362.7274,short,2025-10-06 09:20:00+05:30,1359.9718911621094,402.50544247721,146,Reverse to Long
2025-10-06 09:20:00+05:30,1359.9718911621094,long,2025-10-06 09:25:00+05:30,1365.5268888183593,616.2604951401681,147,Reverse to Short
2025-10-06 09:25:00+05:30,1365.5268888183593,short,2025-10-06 12:35:00+05:30,1364.2728,183.18851596421877,146,Reverse to Long
2025-10-06 12:35:00+05:30,1364.2728,long,2025-10-06 13:05:00+05:30,1371.6256444091798,873.7946972984083,146,Reverse to Short
2025-10-06 13:05:00+05:30,1371.6256444091798,short,2025-10-07 11:15:00+05:30,1381.4761911621094,-1429.04344381437,145,Reverse to Long
2025-10-07 11:15:00+05:30,1381.4761911621094,long,2025-10-07 12:10:00+05:30,1388.9221111816407,872.7438050437585,144,Reverse to Short
2025-10-07 12:10:00+05:30,1388.9221111816407,short,2025-10-07 15:05:00+05:30,1383.4765911621093,779.0987174743886,143,Reverse to Long
2025-10-07 15:05:00+05:30,1383.4765911621093,long,2025-10-08 13:35:00+05:30,1372.3254555908204,-1804.181269631808,144,Reverse to Short
2025-10-08 13:35:00+05:30,1372.3254555908204,short,2025-10-08 14:25:00+05:30,1366.8732955810547,790.9584830167618,145,Reverse to Long
2025-10-08 14:25:00+05:30,1366.8732955810547,long,2025-10-09 09:15:00+05:30,1375.0249888183594,989.9886378853392,146,Reverse to Short
2025-10-09 09:15:00+05:30,1375.0249888183594,short,2025-10-09 10:55:00+05:30,1373.2746,253.9332818514394,145,Reverse to Long
2025-10-09 10:55:00+05:30,1373.2746,long,2025-10-09 11:10:00+05:30,1379.6240444091798,721.0842876114082,145,Reverse to Short
2025-10-09 11:10:00+05:30,1379.6240444091798,short,2025-10-09 12:40:00+05:30,1370.8740955810547,1260.622627565619,144,Reverse to Long
2025-10-09 12:40:00+05:30,1370.8740955810547,long,2025-10-09 13:40:00+05:30,1378.7242,938.9192643174848,145,Reverse to Short
2025-10-09 13:40:00+05:30,1378.7242,short,2025-10-09 14:50:00+05:30,1373.7747,718.0363387500145,145,Reverse to Long
2025-10-09 14:50:00+05:30,1373.7747,long,2025-10-10 09:15:00+05:30,1382.4234111816406,1054.2387582772078,145,Reverse to Short
2025-10-10 09:15:00+05:30,1382.4234111816406,short,2025-10-10 11:30:00+05:30,1380.276,309.3818237613209,144,Reverse to Long
2025-10-10 11:30:00+05:30,1380.276,long,2025-10-10 12:45:00+05:30,1386.1227444091796,642.7504853244168,144,Reverse to Short
2025-10-10 12:45:00+05:30,1386.1227444091796,short,2025-10-10 14:30:00+05:30,1382.4763911621094,525.3374050119246,144,Reverse to Long
2025-10-10 14:30:00+05:30,1382.4763911621094,long,2025-10-13 12:40:00+05:30,1372.7254,-1602.5172563074095,144,Reverse to Short
2025-10-13 12:40:00+05:30,1372.7254,short,2025-10-14 12:10:00+05:30,1376.8752955810546,-602.0357266825379,145,Reverse to Long
2025-10-14 12:10:00+05:30,1376.8752955810546,long,2025-10-14 14:35:00+05:30,1377.2245,-149.03759443256342,145,Reverse to Short
2025-10-14 14:35:00+05:30,1377.2245,short,2025-10-15 12:05:00+05:30,1376.6753044189452,79.67317593256814,145,Reverse to Long
2025-10-15 12:05:00+05:30,1376.6753044189452,long,2025-10-15 12:55:00+05:30,1379.1241444091797,155.28633854399618,145,Reverse to Short
2025-10-15 12:55:00+05:30,1379.1241444091797,short,2025-10-15 13:55:00+05:30,1376.4751911621092,384.29026993564815,145,Reverse to Long
2025-10-15 13:55:00+05:30,1376.4751911621092,long,2025-10-16 09:15:00+05:30,1378.1243444091797,39.41875449628735,145,Reverse to Short
